iteración,n,modelo,op_asignaciones,op_comparaciones,op_aritmeticas,op_totales
487,5000,14997,9998,4999,0,14997
488,5000,14997,9998,4999,0,14997
489,5000,14997,9998,4999,0,14997
490,5000,14997,9998,4999,0,14997
491,5000,14997,9998,4999,0,14997
492,5000,14997,9998,4999,0,14997
493,5000,14997,9998,4999,0,14997
494,5000,14997,9998,4999,0,14997
495,5000,14997,9998,4999,0,14997
496,5000,14997,9998,4999,0,14997
497,5000,14997,9998,4999,0,14997
498,5000,14997,9998,4999,0,14997
499,5000,14997,9998,4999,0,14997
500,5000,14997,9998,4999,0,14997
501,5000,14997,9998,4999,0,14997
502,5000,14997,9998,4999,0,14997
503,5000,14997,9998,4999,0,14997
504,5000,14997,9998,4999,0,14997
505,5000,14997,9998,4999,0,14997
506,5000,14997,9998,4999,0,14997
507,5000,14997,9998,4999,0,14997
508,5000,14997,9998,4999,0,14997
509,5000,14997,9998,4999,0,14997
510,5000,14997,9998,4999,0,14997
511,5000,14997,9998,4999,0,14997
512,5000,14997,9998,4999,0,14997
513,5000,14997,9998,4999,0,14997
514,5000,14997,9998,4999,0,14997
515,5000,14997,9998,4999,0,14997
516,5000,14997,9998,4999,0,14997
517,5000,14997,9998,4999,0,14997
518,5000,14997,9998,4999,0,14997
519,5000,14997,9998,4999,0,14997
520,5000,14997,9998,4999,0,14997
521,5000,14997,9998,4999,0,14997
522,5000,14997,9998,4999,0,14997
523,5000,14997,9998,4999,0,14997
524,5000,14997,9998,4999,0,14997
525,5000,14997,9998,4999,0,14997
526,5000,14997,9998,4999,0,14997
527,5000,14997,9998,4999,0,14997
528,5000,14997,9998,4999,0,14997
529,5000,14997,9998,4999,0,14997
530,5000,14997,9998,4999,0,14997
531,5000,14997,9998,4999,0,14997
532,5000,14997,9998,4999,0,14997
533,5000,14997,9998,4999,0,14997
534,5000,14997,9998,4999,0,14997
535,5000,14997,9998,4999,0,14997
536,5000,14997,9998,4999,0,14997
537,5000,14997,9998,4999,0,14997
538,5000,14997,9998,4999,0,14997
539,5000,14997,9998,4999,0,14997
540,5000,14997,9998,4999,0,14997
541,5000,14997,9998,4999,0,14997
542,5000,14997,9998,4999,0,14997
543,5000,14997,9998,4999,0,14997
544,5000,14997,9998,4999,0,14997
